order_number;line_number;date;customer;country;product;qty;unit_price
100576;19;26.02.2021;AW00029912;poland;BK-R93R-56;2;2146,962
100576;20;26.02.2021;AW00029912;poland;BK-R93R-62;2;2146,962
100577;1;26.02.2021;AW00030084;poland;FR-R72R-48;1;356,898
100577;2;26.02.2021;AW00030084;poland;BK-R50R-44;1;419,4589
100577;3;26.02.2021;AW00030084;poland;BK-R93R-52;1;2146,962
100578;1;26.02.2021;AW00029610;poland;FR-R92R-62;2;758,0759
100578;2;26.02.2021;AW00029610;poland;FR-R92R-44;1;758,0759
100578;3;26.02.2021;AW00029610;poland;FR-R72R-52;1;356,898
100578;4;26.02.2021;AW00029610;poland;FR-R38B-44;5;178,5808
100579;1;26.02.2021;AW00029606;poland;BK-R50B-52;2;419,4589
100579;2;26.02.2021;AW00029606;poland;BK-R68R-58;1;874,794
100579;3;26.02.2021;AW00029606;poland;BK-R50B-58;1;419,4589
100579;4;26.02.2021;AW00029606;poland;BK-R50R-60;3;419,4589
100579;5;26.02.2021;AW00029606;poland;BK-R68R-52;1;874,794
100580;1;26.02.2021;AW00029718;poland;BK-R50R-60;1;419,4589
100580;2;26.02.2021;AW00029718;poland;BK-R93R-62;1;2146,962
100580;3;26.02.2021;AW00029718;poland;BK-R50R-62;1;419,4589
100580;4;26.02.2021;AW00029718;poland;BK-R68R-52;2;874,794
100580;5;26.02.2021;AW00029718;poland;BK-R50B-52;3;419,4589
100580;6;26.02.2021;AW00029718;poland;BK-R50B-44;1;419,4589
100580;7;26.02.2021;AW00029718;poland;BK-R93R-52;1;2146,962
100580;8;26.02.2021;AW00029718;poland;FR-R38R-44;1;183,9382
100580;9;26.02.2021;AW00029718;poland;BK-R50R-52;3;419,4589
100580;10;26.02.2021;AW00029718;poland;BK-R93R-56;1;2146,962
100580;11;26.02.2021;AW00029718;poland;BK-R68R-44;1;874,794
100580;12;26.02.2021;AW00029718;poland;FR-R72R-48;2;356,898
100580;13;26.02.2021;AW00029718;poland;BK-R93R-44;1;2146,962
100580;14;26.02.2021;AW00029718;poland;FR-R38R-60;4;183,9382
100580;15;26.02.2021;AW00029718;poland;BK-R68R-58;3;874,794
100580;16;26.02.2021;AW00029718;poland;BK-R93R-48;1;2146,962
100580;17;26.02.2021;AW00029718;poland;BK-R50B-60;2;419,4589
100580;18;26.02.2021;AW00029718;poland;FR-R38B-58;1;178,5808
100580;19;26.02.2021;AW00029718;poland;BK-R50R-44;2;419,4589
100580;20;26.02.2021;AW00029718;poland;BK-R50R-48;2;419,4589
100581;1;26.02.2021;AW00029646;poland;FR-R38B-58;4;178,5808
100581;2;26.02.2021;AW00029646;poland;BK-R50B-58;2;419,4589
100581;3;26.02.2021;AW00029646;poland;FR-R72R-52;3;356,898
100581;4;26.02.2021;AW00029646;poland;BK-R50R-44;5;419,4589
100581;5;26.02.2021;AW00029646;poland;BK-R50R-62;2;419,4589
100581;6;26.02.2021;AW00029646;poland;FR-R38B-52;2;178,5808
100581;7;26.02.2021;AW00029646;poland;FR-R38R-44;4;183,9382
100581;8;26.02.2021;AW00029646;poland;FR-R72R-48;3;356,898
100581;9;26.02.2021;AW00029646;poland;BK-R93R-62;4;2146,962
100581;10;26.02.2021;AW00029646;poland;BK-R50B-48;1;419,4589
100581;11;26.02.2021;AW00029646;poland;BK-R68R-52;2;874,794
100581;12;26.02.2021;AW00029646;poland;BK-R50R-60;3;419,4589
100581;13;26.02.2021;AW00029646;poland;BK-R68R-44;1;874,794
100581;14;26.02.2021;AW00029646;poland;BK-R50B-44;3;419,4589
100581;15;26.02.2021;AW00029646;poland;BK-R50B-52;7;419,4589
100581;16;26.02.2021;AW00029646;poland;BK-R50B-60;2;419,4589
100581;17;26.02.2021;AW00029646;poland;BK-R93R-56;2;2146,962
100581;18;26.02.2021;AW00029646;poland;FR-R92R-62;1;758,0759
100581;19;26.02.2021;AW00029646;poland;FR-R92R-44;1;758,0759
100582;1;26.02.2021;AW00029570;poland;BK-R50R-48;1;419,4589
100582;2;26.02.2021;AW00029570;poland;BK-R50R-44;2;419,4589
100582;3;26.02.2021;AW00029570;poland;BK-R68R-52;2;874,794
100582;4;26.02.2021;AW00029570;poland;BK-R50B-52;1;419,4589
100582;5;26.02.2021;AW00029570;poland;LJ-0192-L;1;28,8404
100583;1;26.02.2021;AW00029533;poland;LJ-0192-L;1;28,8404
100583;2;26.02.2021;AW00029533;poland;BK-R68R-58;1;874,794
100583;3;26.02.2021;AW00029533;poland;BK-R68R-52;2;874,794
100583;4;26.02.2021;AW00029533;poland;BK-R50B-52;1;419,4589
100583;5;26.02.2021;AW00029533;poland;BK-R50B-58;2;419,4589
100583;6;26.02.2021;AW00029533;poland;CA-1098;2;5,1865
100583;7;26.02.2021;AW00029533;poland;BK-R50R-44;2;419,4589
100583;8;26.02.2021;AW00029533;poland;BK-R50R-48;2;419,4589
100583;9;26.02.2021;AW00029533;poland;BK-R50R-62;3;419,4589
100584;1;26.02.2021;AW00029992;poland;LJ-0192-X;4;28,8404
100584;2;26.02.2021;AW00029992;poland;BK-R50R-44;5;419,4589
100584;3;26.02.2021;AW00029992;poland;BK-R68R-60;3;874,794
100584;4;26.02.2021;AW00029992;poland;BK-R50B-52;3;419,4589
100584;5;26.02.2021;AW00029992;poland;BK-R50R-48;8;419,4589
100584;6;26.02.2021;AW00029992;poland;FR-R72R-48;6;356,898
100584;7;26.02.2021;AW00029992;poland;FR-R38B-58;1;178,5808
100584;8;26.02.2021;AW00029992;poland;HL-U509;5;20,1865
100584;9;26.02.2021;AW00029992;poland;FR-R38R-48;2;183,9382
100584;10;26.02.2021;AW00029992;poland;BK-R68R-52;5;874,794
100584;11;26.02.2021;AW00029992;poland;LJ-0192-M;4;28,8404
100584;12;26.02.2021;AW00029992;poland;LJ-0192-L;7;28,8404
100584;13;26.02.2021;AW00029992;poland;BK-R50R-62;6;419,4589
100584;14;26.02.2021;AW00029992;poland;FR-R38R-62;2;183,9382
100584;15;26.02.2021;AW00029992;poland;BK-R50B-58;8;419,4589
100584;16;26.02.2021;AW00029992;poland;BK-R93R-62;2;2146,962
100584;17;26.02.2021;AW00029992;poland;BK-R50R-52;1;419,4589
100584;18;26.02.2021;AW00029992;poland;BK-R50B-44;5;419,4589
100584;19;26.02.2021;AW00029992;poland;CA-1098;7;5,1865
100584;20;26.02.2021;AW00029992;poland;HL-U509-B;4;20,1865
100584;21;26.02.2021;AW00029992;poland;FR-R38R-60;2;183,9382
100584;22;26.02.2021;AW00029992;poland;BK-R50R-60;4;419,4589
100584;23;26.02.2021;AW00029992;poland;HL-U509-R;5;20,1865
100585;1;26.02.2021;AW00029491;poland;BK-M82B-44;1;2024,994
100585;2;26.02.2021;AW00029491;poland;FR-M94S-38;1;722,5949
100585;3;26.02.2021;AW00029491;poland;BK-M82B-38;2;2024,994
100585;4;26.02.2021;AW00029491;poland;FR-M94B-42;3;714,7043
100585;5;26.02.2021;AW00029491;poland;BK-M82S-48;4;2039,994
100585;6;26.02.2021;AW00029491;poland;CA-1098;1;5,1865
100585;7;26.02.2021;AW00029491;poland;BK-M82B-42;4;2024,994
100585;8;26.02.2021;AW00029491;poland;SO-B909-M;7;5,7
100585;9;26.02.2021;AW00029491;poland;BK-M82S-38;4;2039,994
100586;1;26.02.2021;AW00029549;poland;BK-M82S-44;2;2039,994
100586;2;26.02.2021;AW00029549;poland;BK-M82B-38;4;2024,994
100586;3;26.02.2021;AW00029549;poland;BK-M82B-42;2;2024,994
100586;4;26.02.2021;AW00029549;poland;CA-1098;3;5,1865
100586;5;26.02.2021;AW00029549;poland;HL-U509-R;4;20,1865
100586;6;26.02.2021;AW00029549;poland;SO-B909-M;6;5,7
100586;7;26.02.2021;AW00029549;poland;HL-U509;1;20,1865
100586;8;26.02.2021;AW00029549;poland;FR-M94B-42;2;714,7043
100586;9;26.02.2021;AW00029549;poland;BK-M82B-44;2;2024,994
100586;10;26.02.2021;AW00029549;poland;BK-M82S-38;1;2039,994
100586;11;26.02.2021;AW00029549;poland;LJ-0192-M;5;28,8404
100586;12;26.02.2021;AW00029549;poland;LJ-0192-X;2;28,8404
100586;13;26.02.2021;AW00029549;poland;HL-U509-B;1;20,1865
100586;14;26.02.2021;AW00029549;poland;BK-M82B-48;4;2024,994
101685;1;28.02.2021;AW00029772;poland;BK-R50R-62;4;469,794
101685;2;28.02.2021;AW00029772;poland;BK-R50R-48;5;469,794
101685;3;28.02.2021;AW00029772;poland;BK-R50B-52;3;469,794
101685;4;28.02.2021;AW00029772;poland;BK-R50B-48;2;469,794
101685;5;28.02.2021;AW00029772;poland;BK-R50B-58;3;469,794
101685;6;28.02.2021;AW00029772;poland;BK-R50R-44;3;469,794
101685;7;28.02.2021;AW00029772;poland;BK-R50R-52;4;469,794
101685;8;28.02.2021;AW00029772;poland;BK-R50R-60;4;469,794
101685;9;28.02.2021;AW00029772;poland;BK-R64Y-38;7;600,2625
101685;10;28.02.2021;AW00029772;poland;BK-R64Y-42;4;600,2625
101685;11;28.02.2021;AW00029772;poland;BK-R64Y-48;7;600,2625
101685;12;28.02.2021;AW00029772;poland;BK-R89B-48;3;1308,9375
101685;13;28.02.2021;AW00029772;poland;BK-R89B-58;2;1308,9375
101685;14;28.02.2021;AW00029772;poland;BK-R89R-48;2;1466,01
101685;15;28.02.2021;AW00029772;poland;BK-R89R-58;2;1308,9375
101685;16;28.02.2021;AW00029772;poland;FR-R72Y-38;3;324,4527
101685;17;28.02.2021;AW00029772;poland;FW-R820;5;198,036
101685;18;28.02.2021;AW00029772;poland;FR-R72Y-44;5;324,4527
101685;19;28.02.2021;AW00029772;poland;RW-R623;7;67,539
101685;20;28.02.2021;AW00029772;poland;FR-R38R-60;7;202,332
101685;21;28.02.2021;AW00029772;poland;FR-R38R-44;3;202,332
101685;22;28.02.2021;AW00029772;poland;BK-R64Y-40;4;600,2625
101685;23;28.02.2021;AW00029772;poland;BK-R89B-52;3;1308,9375
101685;24;28.02.2021;AW00029772;poland;BK-R50B-44;5;469,794
101685;25;28.02.2021;AW00029772;poland;FR-R38B-52;6;183,9382
101685;26;28.02.2021;AW00029772;poland;BK-R64Y-44;8;600,2625
101685;27;28.02.2021;AW00029772;poland;BK-R50B-60;7;469,794
101685;28;28.02.2021;AW00029772;poland;BK-R50R-58;5;469,794
101685;29;28.02.2021;AW00029772;poland;BK-R89R-44;1;1466,01
101685;30;28.02.2021;AW00029772;poland;FR-R38R-62;4;202,332
101685;31;28.02.2021;AW00029772;poland;FR-R72Y-48;3;324,4527
101685;32;28.02.2021;AW00029772;poland;BK-R50B-62;5;469,794
101685;33;28.02.2021;AW00029772;poland;FW-R762;5;149,031
101685;34;28.02.2021;AW00029772;poland;BK-R89B-44;5;1308,9375
101685;35;28.02.2021;AW00029772;poland;BK-R89R-52;2;1466,01
101686;1;28.02.2021;AW00029825;poland;BK-M68S-38;2;1242,8518
101686;2;28.02.2021;AW00029825;poland;BK-M47B-44;2;647,994
101686;3;28.02.2021;AW00029825;poland;BK-M68B-38;3;1229,4589
101686;4;28.02.2021;AW00029825;poland;BK-M68B-46;4;1229,4589
101686;5;28.02.2021;AW00029825;poland;BK-M68S-42;2;1242,8518
101686;6;28.02.2021;AW00029825;poland;RW-M928;2;196,329
101686;7;28.02.2021;AW00029825;poland;FR-M94S-38;4;744,2727
101686;8;28.02.2021;AW00029825;poland;FW-M762;1;125,415
101686;9;28.02.2021;AW00029825;poland;HB-M763;3;33,7745
101686;10;28.02.2021;AW00029825;poland;RW-M423;1;52,647
101686;11;28.02.2021;AW00029825;poland;RW-M762;3;141,615
101686;12;28.02.2021;AW00029825;poland;FR-M63B-44;2;209,256
101686;13;28.02.2021;AW00029825;poland;LJ-0192-M;3;28,8404
101686;14;28.02.2021;AW00029825;poland;LJ-0192-L;5;28,8404
101686;15;28.02.2021;AW00029825;poland;SH-M897-M;6;35,994
101686;16;28.02.2021;AW00029825;poland;TG-W091-L;3;44,994
101686;17;28.02.2021;AW00029825;poland;SB-M891-M;5;53,994
101686;18;28.02.2021;AW00029825;poland;GL-F110-L;6;22,794
101686;19;28.02.2021;AW00029825;poland;HL-U509-B;4;20,1865
101686;20;28.02.2021;AW00029825;poland;PU-0452;3;11,994
101686;21;28.02.2021;AW00029825;poland;HL-U509;5;20,1865
101686;22;28.02.2021;AW00029825;poland;BK-M47B-48;1;647,994
101686;23;28.02.2021;AW00029825;poland;FR-M94B-42;1;736,1455
101686;24;28.02.2021;AW00029825;poland;SB-M891-S;3;53,994
101686;25;28.02.2021;AW00029825;poland;CA-1098;3;5,1865
101686;26;28.02.2021;AW00029825;poland;BK-M68B-42;2;1229,4589
101686;27;28.02.2021;AW00029825;poland;HL-U509-R;5;20,1865
101686;28;28.02.2021;AW00029825;poland;GL-H102-M;4;14,1289
101686;29;28.02.2021;AW00029825;poland;HB-M918;1;65,6018
101686;30;28.02.2021;AW00029825;poland;FW-M423;1;36,447
101686;31;28.02.2021;AW00029825;poland;BK-M68S-46;5;1242,8518
101686;32;28.02.2021;AW00029825;poland;TG-W091-S;6;44,994
101686;33;28.02.2021;AW00029825;poland;LO-C100;6;15
101686;34;28.02.2021;AW00029825;poland;FR-M63B-48;2;209,256
101686;35;28.02.2021;AW00029825;poland;GL-F110-M;9;22,794
101686;36;28.02.2021;AW00029825;poland;FW-M928;1;180,129
101687;1;28.02.2021;AW00030039;poland;BK-R50R-62;1;469,794
101687;2;28.02.2021;AW00030039;poland;CA-1098;6;5,1865
101687;3;28.02.2021;AW00030039;poland;BK-R50R-60;3;469,794
101687;4;28.02.2021;AW00030039;poland;FR-R72Y-44;1;324,4527
101687;5;28.02.2021;AW00030039;poland;BK-R50R-44;1;469,794
101687;6;28.02.2021;AW00030039;poland;TG-W091-L;1;44,994
101687;7;28.02.2021;AW00030039;poland;RW-R623;1;67,539
101687;8;28.02.2021;AW00030039;poland;BK-R50B-58;3;469,794
101688;1;28.02.2021;AW00029565;poland;TG-W091-S;1;44,994
101689;1;28.02.2021;AW00030065;poland;BK-M68B-46;7;1229,4589
101689;2;28.02.2021;AW00030065;poland;FR-M63B-48;5;209,256
101689;3;28.02.2021;AW00030065;poland;BK-M68B-38;5;1229,4589
101689;4;28.02.2021;AW00030065;poland;BK-M68S-46;2;1242,8518
101689;5;28.02.2021;AW00030065;poland;RW-M762;2;141,615
101689;6;28.02.2021;AW00030065;poland;FW-M762;3;125,415
101689;7;28.02.2021;AW00030065;poland;FR-M63B-44;3;209,256
101689;8;28.02.2021;AW00030065;poland;FR-M94B-42;2;736,1455
101689;9;28.02.2021;AW00030065;poland;GL-F110-L;7;22,794
101689;10;28.02.2021;AW00030065;poland;FW-M423;1;36,447
101689;11;28.02.2021;AW00030065;poland;HB-M918;2;65,6018
101689;12;28.02.2021;AW00030065;poland;GL-F110-S;2;22,794
101689;13;28.02.2021;AW00030065;poland;RW-M423;1;52,647
101689;14;28.02.2021;AW00030065;poland;BK-M68S-38;2;1242,8518
101689;15;28.02.2021;AW00030065;poland;HB-M763;3;33,7745
101689;16;28.02.2021;AW00030065;poland;BK-M47B-48;2;647,994
101689;17;28.02.2021;AW00030065;poland;FR-M63B-38;4;209,256
101689;18;28.02.2021;AW00030065;poland;GL-F110-M;16;20,8945
101689;19;28.02.2021;AW00030065;poland;BK-M47B-40;4;647,994
101689;20;28.02.2021;AW00030065;poland;BK-M47B-44;1;647,994
101689;21;28.02.2021;AW00030065;poland;BK-M47B-38;2;647,994
101689;22;28.02.2021;AW00030065;poland;RW-M928;1;196,329
101689;23;28.02.2021;AW00030065;poland;FW-M928;2;180,129
101689;24;28.02.2021;AW00030065;poland;BK-M68S-42;1;1242,8518
101689;25;28.02.2021;AW00030065;poland;FR-M94S-38;1;744,2727
101690;1;28.02.2021;AW00029580;poland;LJ-0192-M;6;28,8404
101690;2;28.02.2021;AW00029580;poland;FR-M63B-38;4;209,256
101690;3;28.02.2021;AW00029580;poland;GL-H102-M;5;14,1289
101690;4;28.02.2021;AW00029580;poland;RW-M928;6;196,329
101690;5;28.02.2021;AW00029580;poland;RW-M762;6;141,615
101690;6;28.02.2021;AW00029580;poland;TG-W091-S;3;44,994
101690;7;28.02.2021;AW00029580;poland;BK-M68S-46;3;1242,8518
101690;8;28.02.2021;AW00029580;poland;FR-M94B-42;3;736,1455
101690;9;28.02.2021;AW00029580;poland;FR-M63B-48;5;209,256
101690;10;28.02.2021;AW00029580;poland;GL-F110-S;2;22,794
101690;11;28.02.2021;AW00029580;poland;LJ-0192-L;4;28,8404
101690;12;28.02.2021;AW00029580;poland;TG-W091-L;4;44,994
101690;13;28.02.2021;AW00029580;poland;SH-M897-M;4;35,994
101690;14;28.02.2021;AW00029580;poland;BK-M68B-46;3;1229,4589
101690;15;28.02.2021;AW00029580;poland;HB-M918;3;65,6018
101690;16;28.02.2021;AW00029580;poland;RW-M423;5;52,647
101690;17;28.02.2021;AW00029580;poland;FW-M423;3;36,447
101690;18;28.02.2021;AW00029580;poland;GL-F110-M;12;22,0342
101690;19;28.02.2021;AW00029580;poland;CA-1098;3;5,1865
101690;20;28.02.2021;AW00029580;poland;BK-M47B-38;3;647,994
101690;21;28.02.2021;AW00029580;poland;HL-U509;5;20,1865
101690;22;28.02.2021;AW00029580;poland;HB-M763;2;33,7745
101690;23;28.02.2021;AW00029580;poland;BK-M47B-44;5;647,994
101690;24;28.02.2021;AW00029580;poland;GL-F110-L;19;20,8945
101690;25;28.02.2021;AW00029580;poland;FW-M762;3;125,415
101690;26;28.02.2021;AW00029580;poland;HL-U509-B;2;20,1865
101690;27;28.02.2021;AW00029580;poland;BK-M68B-42;3;1229,4589
101690;28;28.02.2021;AW00029580;poland;FR-M94S-38;5;744,2727
101690;29;28.02.2021;AW00029580;poland;BK-M47B-40;7;647,994
101690;30;28.02.2021;AW00029580;poland;SB-M891-M;4;53,994
101690;31;28.02.2021;AW00029580;poland;BK-M68B-38;10;1229,4589
101690;32;28.02.2021;AW00029580;poland;SB-M891-S;4;53,994
101690;33;28.02.2021;AW00029580;poland;BK-M47B-48;7;647,994
101690;34;28.02.2021;AW00029580;poland;PU-0452;3;11,994
101690;35;28.02.2021;AW00029580;poland;BK-M68S-38;9;1242,8518
101690;36;28.02.2021;AW00029580;poland;LO-C100;4;15
101690;37;28.02.2021;AW00029580;poland;HL-U509-R;3;20,1865
101690;38;28.02.2021;AW00029580;poland;FR-M63B-44;4;209,256
101690;39;28.02.2021;AW00029580;poland;BK-M68S-42;9;1242,8518
101691;1;28.02.2021;AW00029692;poland;FR-R38B-58;1;183,9382
101691;2;28.02.2021;AW00029692;poland;SB-M891-M;5;53,994
101691;3;28.02.2021;AW00029692;poland;PU-0452;4;11,994
101691;4;28.02.2021;AW00029692;poland;FR-R72Y-38;6;324,4527
101691;5;28.02.2021;AW00029692;poland;FW-R762;3;149,031
101691;6;28.02.2021;AW00029692;poland;HL-U509-R;4;20,1865
101691;7;28.02.2021;AW00029692;poland;BK-R50B-60;2;469,794
101691;8;28.02.2021;AW00029692;poland;BK-R64Y-42;3;600,2625
101691;9;28.02.2021;AW00029692;poland;TG-W091-S;4;44,994
101691;10;28.02.2021;AW00029692;poland;SB-M891-S;4;53,994
101691;11;28.02.2021;AW00029692;poland;SH-M897-L;3;35,994
101691;12;28.02.2021;AW00029692;poland;TG-W091-L;7;44,994
101691;13;28.02.2021;AW00029692;poland;BK-R50R-62;3;469,794
101691;14;28.02.2021;AW00029692;poland;BK-R50R-60;4;469,794
101691;15;28.02.2021;AW00029692;poland;BK-R50B-52;3;469,794
101691;16;28.02.2021;AW00029692;poland;GL-H102-M;5;14,1289
101691;17;28.02.2021;AW00029692;poland;FR-R38R-62;2;202,332
101691;18;28.02.2021;AW00029692;poland;FR-R38R-44;3;202,332
101691;19;28.02.2021;AW00029692;poland;BK-R89B-44;3;1308,9375
101691;20;28.02.2021;AW00029692;poland;BK-R50R-52;3;469,794
101691;21;28.02.2021;AW00029692;poland;GL-H102-S;3;14,1289
101691;22;28.02.2021;AW00029692;poland;LJ-0192-X;5;28,8404
101691;23;28.02.2021;AW00029692;poland;RW-R623;1;67,539
101691;24;28.02.2021;AW00029692;poland;FR-R92R-62;2;780,8182
101691;25;28.02.2021;AW00029692;poland;FR-R38R-48;2;202,332
101691;26;28.02.2021;AW00029692;poland;GL-H102-L;2;14,1289
101691;27;28.02.2021;AW00029692;poland;BK-R50R-48;2;469,794
101691;28;28.02.2021;AW00029692;poland;BK-R50B-44;2;469,794
101691;29;28.02.2021;AW00029692;poland;BK-R89R-48;2;1466,01
101691;30;28.02.2021;AW00029692;poland;HL-U509;3;20,1865
101691;31;28.02.2021;AW00029692;poland;FR-R38B-52;3;183,9382
101691;32;28.02.2021;AW00029692;poland;SH-M897-S;3;35,994
101691;33;28.02.2021;AW00029692;poland;HL-U509-B;10;20,1865
101691;34;28.02.2021;AW00029692;poland;FW-R820;1;198,036
101691;35;28.02.2021;AW00029692;poland;LO-C100;5;15
101691;36;28.02.2021;AW00029692;poland;SB-M891-L;3;53,994
101691;37;28.02.2021;AW00029692;poland;BK-R89B-52;1;1308,9375
101691;38;28.02.2021;AW00029692;poland;BK-R64Y-48;5;600,2625
101691;39;28.02.2021;AW00029692;poland;BK-R64Y-40;1;600,2625
101691;40;28.02.2021;AW00029692;poland;BK-R50B-58;6;469,794
101691;41;28.02.2021;AW00029692;poland;CA-1098;4;5,1865
101691;42;28.02.2021;AW00029692;poland;SH-M897-M;13;34,7942
101691;43;28.02.2021;AW00029692;poland;LJ-0192-L;12;27,879
101691;44;28.02.2021;AW00029692;poland;LJ-0192-M;3;28,8404
101691;45;28.02.2021;AW00029692;poland;FR-R92R-44;3;780,8182
101691;46;28.02.2021;AW00029692;poland;TG-W091-M;2;44,994
101691;47;28.02.2021;AW00029692;poland;BK-R64Y-38;2;600,2625
101691;48;28.02.2021;AW00029692;poland;FR-R72Y-48;3;324,4527
101692;1;28.02.2021;AW00029614;poland;BK-R50R-44;12;454,1342
101692;2;28.02.2021;AW00029614;poland;BK-R50R-60;6;469,794
101692;3;28.02.2021;AW00029614;poland;TG-W091-M;3;44,994
101692;4;28.02.2021;AW00029614;poland;LJ-0192-M;6;28,8404
101692;5;28.02.2021;AW00029614;poland;BK-R50B-44;5;469,794
101692;6;28.02.2021;AW00029614;poland;TG-W091-L;8;44,994
101692;7;28.02.2021;AW00029614;poland;RW-R623;3;67,539
101692;8;28.02.2021;AW00029614;poland;HB-R956;1;65,6018
101692;9;28.02.2021;AW00029614;poland;FR-R72Y-44;3;324,4527
101692;10;28.02.2021;AW00029614;poland;BK-R50B-58;3;469,794
101692;11;28.02.2021;AW00029614;poland;PU-0452;2;11,994
101692;12;28.02.2021;AW00029614;poland;GL-H102-L;2;14,1289
101692;13;28.02.2021;AW00029614;poland;HL-U509-R;3;20,1865
101692;14;28.02.2021;AW00029614;poland;BK-R89R-44;4;1466,01
101692;15;28.02.2021;AW00029614;poland;FR-R38B-58;5;183,9382
101692;16;28.02.2021;AW00029614;poland;FR-R38R-44;2;202,332
101692;17;28.02.2021;AW00029614;poland;BK-R64Y-42;3;600,2625
101692;18;28.02.2021;AW00029614;poland;FW-R762;2;149,031
101692;19;28.02.2021;AW00029614;poland;SB-M891-M;5;53,994
101692;20;28.02.2021;AW00029614;poland;HL-U509-B;9;20,1865
101692;21;28.02.2021;AW00029614;poland;BK-R64Y-38;5;600,2625
101692;22;28.02.2021;AW00029614;poland;LO-C100;4;15
101692;23;28.02.2021;AW00029614;poland;CA-1098;10;5,1865
101692;24;28.02.2021;AW00029614;poland;SH-M897-L;1;35,994
101692;25;28.02.2021;AW00029614;poland;BK-R89B-52;2;1308,9375
101692;26;28.02.2021;AW00029614;poland;FR-R38B-52;3;183,9382
101692;27;28.02.2021;AW00029614;poland;FR-R92R-62;4;780,8182
101692;28;28.02.2021;AW00029614;poland;SB-M891-S;4;53,994
101692;29;28.02.2021;AW00029614;poland;FR-R38R-62;3;202,332
101692;30;28.02.2021;AW00029614;poland;LJ-0192-L;10;28,8404
101692;31;28.02.2021;AW00029614;poland;BK-R89B-44;1;1308,9375
101692;32;28.02.2021;AW00029614;poland;BK-R50B-60;1;469,794
101692;33;28.02.2021;AW00029614;poland;FR-R92B-44;5;780,8182
101692;34;28.02.2021;AW00029614;poland;FR-R38B-44;1;183,9382
101692;35;28.02.2021;AW00029614;poland;FR-R72Y-40;3;324,4527
101692;36;28.02.2021;AW00029614;poland;HL-U509;2;20,1865
101692;37;28.02.2021;AW00029614;poland;BK-R89B-48;1;1308,9375
101692;38;28.02.2021;AW00029614;poland;SH-M897-M;6;35,994
101692;39;28.02.2021;AW00029614;poland;FR-R72Y-38;5;324,4527
101692;40;28.02.2021;AW00029614;poland;FR-R92R-44;3;780,8182
101692;41;28.02.2021;AW00029614;poland;LJ-0192-X;3;28,8404
101692;42;28.02.2021;AW00029614;poland;BK-R50B-52;10;469,794
101692;43;28.02.2021;AW00029614;poland;BK-R64Y-48;3;600,2625
101692;44;28.02.2021;AW00029614;poland;BK-R50R-52;4;469,794
101692;45;28.02.2021;AW00029614;poland;BK-R50R-62;4;469,794
101692;46;28.02.2021;AW00029614;poland;BK-R89R-52;8;1466,01
101692;47;28.02.2021;AW00029614;poland;GL-H102-S;4;14,1289
101692;48;28.02.2021;AW00029614;poland;BK-R89R-48;6;1466,01
101692;49;28.02.2021;AW00029614;poland;SB-M891-L;3;53,994
101692;50;28.02.2021;AW00029614;poland;BK-R50R-48;9;469,794
101692;51;28.02.2021;AW00029614;poland;TG-W091-S;5;44,994
101692;52;28.02.2021;AW00029614;poland;BK-R64Y-40;5;600,2625
101692;53;28.02.2021;AW00029614;poland;GL-H102-M;2;14,1289
101692;54;28.02.2021;AW00029614;poland;FW-R820;3;198,036
101692;55;28.02.2021;AW00029614;poland;FR-R38R-60;4;202,332
101692;56;28.02.2021;AW00029614;poland;SH-M897-S;11;34,7942
101692;57;28.02.2021;AW00029614;poland;FR-R72Y-48;3;324,4527
101692;58;28.02.2021;AW00029614;poland;FR-R38R-48;2;202,332
101693;1;28.02.2021;AW00029867;poland;TG-W091-S;5;44,994
101693;2;28.02.2021;AW00029867;poland;HL-U509-B;3;20,1865
101693;3;28.02.2021;AW00029867;poland;SB-M891-M;2;53,994
101693;4;28.02.2021;AW00029867;poland;FR-R72Y-44;4;324,4527
101694;1;28.02.2021;AW00030114;poland;LJ-0192-X;3;28,8404
101694;2;28.02.2021;AW00030114;poland;FW-M928;2;180,129
101694;3;28.02.2021;AW00030114;poland;PU-0452;1;11,994
101695;1;28.02.2021;AW00029744;poland;BK-M68S-42;3;1242,8518
101695;2;28.02.2021;AW00029744;poland;SH-M897-S;2;35,994
101695;3;28.02.2021;AW00029744;poland;BK-M47B-44;4;647,994
101695;4;28.02.2021;AW00029744;poland;GL-H102-L;2;14,1289
101695;5;28.02.2021;AW00029744;poland;TG-W091-M;2;44,994
101695;6;28.02.2021;AW00029744;poland;BK-M68B-46;4;1229,4589
101695;7;28.02.2021;AW00029744;poland;FR-M94S-42;4;744,2727
101695;8;28.02.2021;AW00029744;poland;LJ-0192-M;3;28,8404
101695;9;28.02.2021;AW00029744;poland;FR-M63B-38;4;209,256
101695;10;28.02.2021;AW00029744;poland;HL-U509-R;14;19,5136
101695;11;28.02.2021;AW00029744;poland;BK-M68B-42;2;1229,4589
101695;12;28.02.2021;AW00029744;poland;GL-H102-M;10;14,1289
101695;13;28.02.2021;AW00029744;poland;LJ-0192-X;5;28,8404
101695;14;28.02.2021;AW00029744;poland;HL-U509;13;19,5136
101695;15;28.02.2021;AW00029744;poland;BK-M68B-38;4;1229,4589
101695;16;28.02.2021;AW00029744;poland;CA-1098;8;5,1865
101695;17;28.02.2021;AW00029744;poland;BK-M68S-46;3;1242,8518
