order_number;line_number;date;reseller;country;product;qty;unit_price
100504;7;29.01.2021;AW00029748;poland;FR-M94B-48;2;809,76
100504;8;29.01.2021;AW00029748;poland;BK-M82S-42;2;2039,994
100504;9;29.01.2021;AW00029748;poland;FR-M94S-38;2;722,5949
100504;10;29.01.2021;AW00029748;poland;FR-M94S-52;2;818,7
100504;11;29.01.2021;AW00029748;poland;BK-M82S-48;4;2039,994
100505;1;29.01.2021;AW00029708;poland;FR-R38R-44;4;183,9382
100505;2;29.01.2021;AW00029708;poland;BK-R68R-52;4;874,794
100505;3;29.01.2021;AW00029708;poland;BK-R50R-44;8;419,4589
100505;4;29.01.2021;AW00029708;poland;LJ-0192-M;4;28,8404
100505;5;29.01.2021;AW00029708;poland;BK-R50B-58;4;419,4589
100505;6;29.01.2021;AW00029708;poland;CA-1098;2;5,1865
100505;7;29.01.2021;AW00029708;poland;BK-R50B-60;6;419,4589
100505;8;29.01.2021;AW00029708;poland;BK-R68R-44;2;874,794
100505;9;29.01.2021;AW00029708;poland;LJ-0192-L;6;28,8404
100505;10;29.01.2021;AW00029708;poland;BK-R50B-52;4;419,4589
100505;11;29.01.2021;AW00029708;poland;BK-R68R-60;2;874,794
100505;12;29.01.2021;AW00029708;poland;BK-R50R-48;4;419,4589
100505;13;29.01.2021;AW00029708;poland;HL-U509-B;2;20,1865
100505;14;29.01.2021;AW00029708;poland;HL-U509;6;20,1865
100505;15;29.01.2021;AW00029708;poland;BK-R50R-52;4;419,4589
100505;16;29.01.2021;AW00029708;poland;BK-R50R-60;4;419,4589
100505;17;29.01.2021;AW00029708;poland;LJ-0192-X;2;28,8404
100506;1;29.01.2021;AW00030090;poland;LJ-0192-L;2;28,8404
100506;2;29.01.2021;AW00030090;poland;BK-R50B-58;10;419,4589
100506;3;29.01.2021;AW00030090;poland;BK-R50B-52;2;419,4589
100506;4;29.01.2021;AW00030090;poland;BK-R50R-60;6;419,4589
100506;5;29.01.2021;AW00030090;poland;BK-R68R-52;2;874,794
100506;6;29.01.2021;AW00030090;poland;BK-R68R-48;4;874,794
100506;7;29.01.2021;AW00030090;poland;BK-R68R-60;4;874,794
100506;8;29.01.2021;AW00030090;poland;BK-R68R-58;4;874,794
100506;9;29.01.2021;AW00030090;poland;BK-R68R-44;2;874,794
100506;10;29.01.2021;AW00030090;poland;BK-R50B-44;8;419,4589
100506;11;29.01.2021;AW00030090;poland;BK-R50R-58;2;419,4589
100506;12;29.01.2021;AW00030090;poland;BK-R50R-62;2;419,4589
100506;13;29.01.2021;AW00030090;poland;BK-R50R-52;4;419,4589
100506;14;29.01.2021;AW00030090;poland;BK-R93R-48;4;2146,962
100506;15;29.01.2021;AW00030090;poland;BK-R50R-48;2;419,4589
100506;16;29.01.2021;AW00030090;poland;CA-1098;2;5,1865
100506;17;29.01.2021;AW00030090;poland;BK-R50B-62;2;419,4589
100506;18;29.01.2021;AW00030090;poland;BK-R93R-62;2;2146,962
100507;1;29.01.2021;AW00029711;poland;BK-M82B-38;4;2024,994
100508;1;29.01.2021;AW00029651;poland;BK-R50R-58;4;419,4589
100508;2;29.01.2021;AW00029651;poland;BK-R50B-58;2;419,4589
100508;3;29.01.2021;AW00029651;poland;BK-R68R-52;4;874,794
100508;4;29.01.2021;AW00029651;poland;BK-R50B-48;8;419,4589
100508;5;29.01.2021;AW00029651;poland;BK-R50R-52;2;419,4589
100508;6;29.01.2021;AW00029651;poland;BK-R93R-44;4;2146,962
100508;7;29.01.2021;AW00029651;poland;BK-R68R-48;2;874,794
100508;8;29.01.2021;AW00029651;poland;BK-R68R-58;2;874,794
100508;9;29.01.2021;AW00029651;poland;BK-R68R-60;4;874,794
100508;10;29.01.2021;AW00029651;poland;BK-R50R-44;2;419,4589
100508;11;29.01.2021;AW00029651;poland;CA-1098;2;5,1865
100508;12;29.01.2021;AW00029651;poland;BK-R68R-44;2;874,794
100508;13;29.01.2021;AW00029651;poland;BK-R50R-62;6;419,4589
100508;14;29.01.2021;AW00029651;poland;BK-R50B-60;8;419,4589
100508;15;29.01.2021;AW00029651;poland;BK-R93R-52;4;2146,962
100508;16;29.01.2021;AW00029651;poland;BK-R50R-60;2;419,4589
100509;1;29.01.2021;AW00029655;poland;BK-M82S-48;4;2039,994
100509;2;29.01.2021;AW00029655;poland;BK-M82B-38;2;2024,994
100509;3;29.01.2021;AW00029655;poland;BK-M82B-48;4;2024,994
100509;4;29.01.2021;AW00029655;poland;BK-M82B-44;4;2024,994
100509;5;29.01.2021;AW00029655;poland;BK-M82S-44;4;2039,994
100509;6;29.01.2021;AW00029655;poland;BK-M82S-38;4;2039,994
100509;7;29.01.2021;AW00029655;poland;BK-M82B-42;2;2024,994
100509;8;29.01.2021;AW00029655;poland;BK-M82S-42;4;2039,994
100510;1;29.01.2021;AW00029504;poland;BK-M82B-38;6;2024,994
100510;2;29.01.2021;AW00029504;poland;BK-M82S-42;8;2039,994
100510;3;29.01.2021;AW00029504;poland;BK-M82B-42;4;2024,994
100510;4;29.01.2021;AW00029504;poland;SO-B909-M;18;5,7
100510;5;29.01.2021;AW00029504;poland;BK-M82S-48;8;2039,994
100510;6;29.01.2021;AW00029504;poland;BK-M82B-44;8;2024,994
100510;7;29.01.2021;AW00029504;poland;BK-M82S-38;8;2039,994
100511;1;29.01.2021;AW00029897;poland;HL-U509-B;4;20,1865
100511;2;29.01.2021;AW00029897;poland;LJ-0192-L;2;28,8404
100512;1;29.01.2021;AW00029690;poland;CA-1098;12;5,1865
100512;2;29.01.2021;AW00029690;poland;BK-M82S-42;6;2039,994
100512;3;29.01.2021;AW00029690;poland;BK-M82S-48;8;2039,994
100512;4;29.01.2021;AW00029690;poland;HL-U509-B;6;20,1865
100512;5;29.01.2021;AW00029690;poland;BK-M82B-48;6;2024,994
100512;6;29.01.2021;AW00029690;poland;BK-M82S-44;4;2039,994
100512;7;29.01.2021;AW00029690;poland;FR-M94S-52;2;818,7
100512;8;29.01.2021;AW00029690;poland;SO-B909-M;12;5,7
100512;9;29.01.2021;AW00029690;poland;FR-M94B-42;2;714,7043
100512;10;29.01.2021;AW00029690;poland;BK-M82S-38;4;2039,994
100512;11;29.01.2021;AW00029690;poland;BK-M82B-42;10;2024,994
100512;12;29.01.2021;AW00029690;poland;BK-M82B-44;10;2024,994
100512;13;29.01.2021;AW00029690;poland;FR-M94S-38;4;722,5949
100512;14;29.01.2021;AW00029690;poland;LJ-0192-L;4;28,8404
100512;15;29.01.2021;AW00029690;poland;LJ-0192-M;4;28,8404
100512;16;29.01.2021;AW00029690;poland;HL-U509-R;8;20,1865
100512;17;29.01.2021;AW00029690;poland;BK-M82B-38;4;2024,994
100512;18;29.01.2021;AW00029690;poland;HL-U509;14;20,1865
100512;19;29.01.2021;AW00029690;poland;LJ-0192-X;10;28,8404
100513;1;29.01.2021;AW00029721;poland;FR-R38R-62;4;183,9382
100513;2;29.01.2021;AW00029721;poland;FR-R38R-48;4;183,9382
100514;1;29.01.2021;AW00029681;poland;BK-R50R-60;2;419,4589
100514;2;29.01.2021;AW00029681;poland;BK-R50B-58;4;419,4589
100514;3;29.01.2021;AW00029681;poland;BK-R50B-52;2;419,4589
100514;4;29.01.2021;AW00029681;poland;BK-R50R-48;2;419,4589
100514;5;29.01.2021;AW00029681;poland;BK-R50R-44;2;419,4589
100514;6;29.01.2021;AW00029681;poland;BK-R68R-58;2;874,794
100515;1;29.01.2021;AW00029577;poland;BK-R50R-44;2;419,4589
100515;2;29.01.2021;AW00029577;poland;BK-R68R-52;2;874,794
100515;3;29.01.2021;AW00029577;poland;BK-R50B-58;2;419,4589
100515;4;29.01.2021;AW00029577;poland;BK-R68R-58;4;874,794
100515;5;29.01.2021;AW00029577;poland;BK-R50R-62;6;419,4589
100515;6;29.01.2021;AW00029577;poland;BK-R50B-52;4;419,4589
100515;7;29.01.2021;AW00029577;poland;BK-R93R-56;2;2146,962
100515;8;29.01.2021;AW00029577;poland;BK-R50R-60;6;419,4589
100516;1;29.01.2021;AW00029755;poland;BK-M82S-48;4;2039,994
100516;2;29.01.2021;AW00029755;poland;BK-M82S-38;2;2039,994
100516;3;29.01.2021;AW00029755;poland;BK-M82B-42;4;2024,994
100516;4;29.01.2021;AW00029755;poland;SO-B909-M;4;5,7
100516;5;29.01.2021;AW00029755;poland;BK-M82B-44;2;2024,994
100517;1;29.01.2021;AW00029769;poland;BK-M82B-44;4;2024,994
100517;2;29.01.2021;AW00029769;poland;BK-M82S-48;4;2039,994
100517;3;29.01.2021;AW00029769;poland;BK-M82B-42;2;2024,994
100517;4;29.01.2021;AW00029769;poland;BK-M82B-48;2;2024,994
100517;5;29.01.2021;AW00029769;poland;BK-M82S-38;10;2039,994
100517;6;29.01.2021;AW00029769;poland;BK-M82S-44;8;2039,994
100517;7;29.01.2021;AW00029769;poland;BK-M82B-38;4;2024,994
100517;8;29.01.2021;AW00029769;poland;SO-B909-M;20;5,7
100517;9;29.01.2021;AW00029769;poland;BK-M82S-42;6;2039,994
100518;1;29.01.2021;AW00029686;poland;BK-R50B-58;2;419,4589
100518;2;29.01.2021;AW00029686;poland;BK-R50R-48;2;419,4589
100518;3;29.01.2021;AW00029686;poland;BK-R50R-60;2;419,4589
100518;4;29.01.2021;AW00029686;poland;BK-R50R-62;8;419,4589
100518;5;29.01.2021;AW00029686;poland;BK-R50B-52;6;419,4589
100518;6;29.01.2021;AW00029686;poland;BK-R50R-44;4;419,4589
100518;7;29.01.2021;AW00029686;poland;BK-R68R-52;6;874,794
100519;1;29.01.2021;AW00029921;poland;BK-R50B-44;4;419,4589
100519;2;29.01.2021;AW00029921;poland;BK-R50B-52;12;419,4589
100519;3;29.01.2021;AW00029921;poland;BK-R50B-58;2;419,4589
100519;4;29.01.2021;AW00029921;poland;BK-R50B-62;8;419,4589
100519;5;29.01.2021;AW00029921;poland;BK-R50R-44;8;419,4589
100519;6;29.01.2021;AW00029921;poland;BK-R93R-48;2;2146,962
100519;7;29.01.2021;AW00029921;poland;BK-R50B-48;12;419,4589
100519;8;29.01.2021;AW00029921;poland;BK-R50R-58;4;419,4589
100519;9;29.01.2021;AW00029921;poland;BK-R93R-56;6;2146,962
100519;10;29.01.2021;AW00029921;poland;BK-R68R-48;8;874,794
100519;11;29.01.2021;AW00029921;poland;BK-R68R-52;2;874,794
100519;12;29.01.2021;AW00029921;poland;BK-R93R-52;2;2146,962
100519;13;29.01.2021;AW00029921;poland;LJ-0192-L;6;28,8404
100519;14;29.01.2021;AW00029921;poland;BK-R50B-60;2;419,4589
100519;15;29.01.2021;AW00029921;poland;BK-R50R-48;6;419,4589
100519;16;29.01.2021;AW00029921;poland;BK-R68R-60;10;874,794
100519;17;29.01.2021;AW00029921;poland;CA-1098;6;5,1865
100519;18;29.01.2021;AW00029921;poland;BK-R50R-52;6;419,4589
100519;19;29.01.2021;AW00029921;poland;BK-R50R-60;2;419,4589
100519;20;29.01.2021;AW00029921;poland;BK-R93R-44;2;2146,962
100519;21;29.01.2021;AW00029921;poland;BK-R93R-62;6;2146,962
100519;22;29.01.2021;AW00029921;poland;BK-R68R-58;12;874,794
100519;23;29.01.2021;AW00029921;poland;BK-R68R-44;8;874,794
100520;1;29.01.2021;AW00029486;poland;BK-R50B-52;2;419,4589
100520;2;29.01.2021;AW00029486;poland;BK-R68R-60;2;874,794
100520;3;29.01.2021;AW00029486;poland;BK-R68R-44;2;874,794
100520;4;29.01.2021;AW00029486;poland;FR-R38B-52;4;178,5808
100520;5;29.01.2021;AW00029486;poland;BK-R50B-58;12;419,4589
100520;6;29.01.2021;AW00029486;poland;BK-R50B-62;2;419,4589
100520;7;29.01.2021;AW00029486;poland;BK-R50R-60;6;419,4589
100520;8;29.01.2021;AW00029486;poland;HL-U509-B;12;20,1865
100520;9;29.01.2021;AW00029486;poland;BK-R50B-48;4;419,4589
100520;10;29.01.2021;AW00029486;poland;BK-R50R-58;6;419,4589
100520;11;29.01.2021;AW00029486;poland;BK-R93R-52;2;2146,962
100520;12;29.01.2021;AW00029486;poland;BK-R93R-56;2;2146,962
100520;13;29.01.2021;AW00029486;poland;BK-R50R-48;8;419,4589
100520;14;29.01.2021;AW00029486;poland;BK-R93R-62;2;2146,962
100520;15;29.01.2021;AW00029486;poland;BK-R50B-44;6;419,4589
100520;16;29.01.2021;AW00029486;poland;BK-R50R-44;2;419,4589
100520;17;29.01.2021;AW00029486;poland;BK-R68R-58;8;874,794
100520;18;29.01.2021;AW00029486;poland;FR-R38R-60;4;183,9382
100520;19;29.01.2021;AW00029486;poland;BK-R50B-60;12;419,4589
100520;20;29.01.2021;AW00029486;poland;BK-R68R-52;8;874,794
100520;21;29.01.2021;AW00029486;poland;LJ-0192-L;14;28,8404
100520;22;29.01.2021;AW00029486;poland;BK-R50R-52;8;419,4589
100520;23;29.01.2021;AW00029486;poland;BK-R93R-48;10;2146,962
100520;24;29.01.2021;AW00029486;poland;BK-R50R-62;4;419,4589
100520;25;29.01.2021;AW00029486;poland;BK-R93R-44;12;2146,962
100520;26;29.01.2021;AW00029486;poland;CA-1098;10;5,1865
100521;1;29.01.2021;AW00030013;poland;BK-R68R-52;8;874,794
100521;2;29.01.2021;AW00030013;poland;BK-R50R-60;6;419,4589
100521;3;29.01.2021;AW00030013;poland;BK-R50B-52;6;419,4589
100521;4;29.01.2021;AW00030013;poland;BK-R50R-44;6;419,4589
100522;1;29.01.2021;AW00029740;poland;BK-R68R-60;2;874,794
100522;2;29.01.2021;AW00029740;poland;BK-R50R-52;2;419,4589
100522;3;29.01.2021;AW00029740;poland;LJ-0192-L;4;28,8404
100522;4;29.01.2021;AW00029740;poland;LJ-0192-X;4;28,8404
100522;5;29.01.2021;AW00029740;poland;BK-R50B-44;6;419,4589
100522;6;29.01.2021;AW00029740;poland;FR-R72R-48;6;356,898
100522;7;29.01.2021;AW00029740;poland;HL-U509-B;2;20,1865
100522;8;29.01.2021;AW00029740;poland;HL-U509;2;20,1865
100522;9;29.01.2021;AW00029740;poland;BK-R50B-58;4;419,4589
100522;10;29.01.2021;AW00029740;poland;BK-R50R-60;4;419,4589
100522;11;29.01.2021;AW00029740;poland;CA-1098;10;5,1865
100522;12;29.01.2021;AW00029740;poland;HL-U509-R;2;20,1865
100522;13;29.01.2021;AW00029740;poland;BK-R50R-44;4;419,4589
100522;14;29.01.2021;AW00029740;poland;BK-R68R-52;4;874,794
100522;15;29.01.2021;AW00029740;poland;FR-R38B-52;8;178,5808
100522;16;29.01.2021;AW00029740;poland;BK-R93R-56;2;2146,962
100522;17;29.01.2021;AW00029740;poland;FR-R38R-44;2;183,9382
100523;1;29.01.2021;AW00029649;poland;BK-M82S-44;12;2039,994
100523;2;29.01.2021;AW00029649;poland;SO-B909-M;28;5,51
100523;3;29.01.2021;AW00029649;poland;BK-M82B-38;6;2024,994
100523;4;29.01.2021;AW00029649;poland;BK-M82B-42;10;2024,994
100523;5;29.01.2021;AW00029649;poland;BK-M82S-38;10;2039,994
100523;6;29.01.2021;AW00029649;poland;BK-M82S-42;16;2039,994
100523;7;29.01.2021;AW00029649;poland;BK-M82B-44;6;2024,994
100523;8;29.01.2021;AW00029649;poland;BK-M82B-48;4;2024,994
100523;9;29.01.2021;AW00029649;poland;BK-M82S-48;4;2039,994
100524;1;29.01.2021;AW00029938;poland;BK-M82B-44;4;2024,994
100524;2;29.01.2021;AW00029938;poland;BK-M82S-42;4;2039,994
100524;3;29.01.2021;AW00029938;poland;BK-M82S-44;2;2039,994
100524;4;29.01.2021;AW00029938;poland;HL-U509;2;20,1865
100524;5;29.01.2021;AW00029938;poland;LJ-0192-M;2;28,8404
100524;6;29.01.2021;AW00029938;poland;HL-U509-B;4;20,1865
100524;7;29.01.2021;AW00029938;poland;HL-U509-R;6;20,1865
100524;8;29.01.2021;AW00029938;poland;FR-M94S-38;2;722,5949
100524;9;29.01.2021;AW00029938;poland;CA-1098;4;5,1865
100524;10;29.01.2021;AW00029938;poland;BK-M82B-38;10;2024,994
100524;11;29.01.2021;AW00029938;poland;LJ-0192-L;18;28,8404
100524;12;29.01.2021;AW00029938;poland;BK-M82S-38;4;2039,994
100525;1;29.01.2021;AW00029525;poland;FR-M94B-42;4;714,7043
100525;2;29.01.2021;AW00029525;poland;FR-M94S-52;2;818,7
100525;3;29.01.2021;AW00029525;poland;BK-M82B-48;16;2024,994
100525;4;29.01.2021;AW00029525;poland;HL-U509-B;6;20,1865
100525;5;29.01.2021;AW00029525;poland;BK-M82B-42;14;2024,994
100525;6;29.01.2021;AW00029525;poland;FR-M94B-48;2;809,76
100525;7;29.01.2021;AW00029525;poland;FR-M94S-46;2;722,5949
100525;8;29.01.2021;AW00029525;poland;LJ-0192-L;8;28,8404
100525;9;29.01.2021;AW00029525;poland;BK-M82S-38;4;2039,994
100525;10;29.01.2021;AW00029525;poland;CA-1098;4;5,1865
100525;11;29.01.2021;AW00029525;poland;BK-M82B-44;4;2024,994
100525;12;29.01.2021;AW00029525;poland;LJ-0192-X;4;28,8404
100525;13;29.01.2021;AW00029525;poland;SO-B909-M;4;5,7
100525;14;29.01.2021;AW00029525;poland;BK-M82S-42;12;2039,994
100525;15;29.01.2021;AW00029525;poland;FR-M94B-38;2;714,7043
100525;16;29.01.2021;AW00029525;poland;BK-M82S-48;6;2039,994
100525;17;29.01.2021;AW00029525;poland;HL-U509;6;20,1865
100525;18;29.01.2021;AW00029525;poland;BK-M82B-38;4;2024,994
100526;1;29.01.2021;AW00029746;poland;FR-R38R-48;6;183,9382
100526;2;29.01.2021;AW00029746;poland;BK-R50B-60;4;419,4589
100526;3;29.01.2021;AW00029746;poland;BK-R50R-62;6;419,4589
100526;4;29.01.2021;AW00029746;poland;BK-R50R-44;12;419,4589
100526;5;29.01.2021;AW00029746;poland;BK-R50R-48;12;419,4589
100526;6;29.01.2021;AW00029746;poland;BK-R68R-58;4;874,794
100526;7;29.01.2021;AW00029746;poland;BK-R50B-52;4;419,4589
100526;8;29.01.2021;AW00029746;poland;BK-R50R-52;2;419,4589
100526;9;29.01.2021;AW00029746;poland;FR-R38R-44;8;183,9382
100526;10;29.01.2021;AW00029746;poland;LJ-0192-M;2;28,8404
100526;11;29.01.2021;AW00029746;poland;BK-R50B-44;6;419,4589
100526;12;29.01.2021;AW00029746;poland;FR-R38R-62;8;183,9382
100526;13;29.01.2021;AW00029746;poland;BK-R50R-60;10;419,4589
100526;14;29.01.2021;AW00029746;poland;BK-R68R-44;4;874,794
100526;15;29.01.2021;AW00029746;poland;FR-R38R-60;4;183,9382
100526;16;29.01.2021;AW00029746;poland;BK-R50B-58;12;419,4589
100526;17;29.01.2021;AW00029746;poland;FR-R38B-52;2;178,5808
100526;18;29.01.2021;AW00029746;poland;BK-R68R-60;4;874,794
100526;19;29.01.2021;AW00029746;poland;FR-R72R-48;4;356,898
100527;1;29.01.2021;AW00029883;poland;BK-R68R-52;2;874,794
100527;2;29.01.2021;AW00029883;poland;BK-R50R-44;2;419,4589
100527;3;29.01.2021;AW00029883;poland;BK-R50B-52;4;419,4589
100527;4;29.01.2021;AW00029883;poland;BK-R50R-48;10;419,4589
100527;5;29.01.2021;AW00029883;poland;BK-R68R-48;4;874,794
100527;6;29.01.2021;AW00029883;poland;BK-R68R-44;2;874,794
100527;7;29.01.2021;AW00029883;poland;BK-R50B-60;4;419,4589
100527;8;29.01.2021;AW00029883;poland;BK-R93R-48;8;2146,962
100527;9;29.01.2021;AW00029883;poland;BK-R50R-62;6;419,4589
100527;10;29.01.2021;AW00029883;poland;BK-R68R-58;2;874,794
100527;11;29.01.2021;AW00029883;poland;BK-R50R-60;2;419,4589
100527;12;29.01.2021;AW00029883;poland;BK-R50B-58;2;419,4589
100527;13;29.01.2021;AW00029883;poland;BK-R93R-56;2;2146,962
100527;14;29.01.2021;AW00029883;poland;BK-R93R-62;10;2146,962
100527;15;29.01.2021;AW00029883;poland;BK-R50R-52;2;419,4589
100528;1;29.01.2021;AW00029685;poland;BK-M82S-38;2;2039,994
100528;2;29.01.2021;AW00029685;poland;BK-M82S-48;2;2039,994
100528;3;29.01.2021;AW00029685;poland;BK-M82B-38;2;2024,994
100529;1;29.01.2021;AW00029982;poland;BK-R50R-60;6;419,4589
100530;1;29.01.2021;AW00029834;poland;BK-M82S-38;6;2039,994
100530;2;29.01.2021;AW00029834;poland;BK-M82B-48;8;2024,994
100530;3;29.01.2021;AW00029834;poland;BK-M82B-38;8;2024,994
100530;4;29.01.2021;AW00029834;poland;SO-B909-M;10;5,7
100530;5;29.01.2021;AW00029834;poland;BK-M82B-42;12;2024,994
100530;6;29.01.2021;AW00029834;poland;BK-M82S-42;2;2039,994
100530;7;29.01.2021;AW00029834;poland;BK-M82S-44;4;2039,994
100530;8;29.01.2021;AW00029834;poland;BK-M82B-44;8;2024,994
100530;9;29.01.2021;AW00029834;poland;LJ-0192-L;4;28,8404
100530;10;29.01.2021;AW00029834;poland;BK-M82S-48;8;2039,994
100530;11;29.01.2021;AW00029834;poland;CA-1098;12;5,1865
100531;1;29.01.2021;AW00029581;poland;FR-R38R-60;2;183,9382
100531;2;29.01.2021;AW00029581;poland;BK-R68R-60;4;874,794
100531;3;29.01.2021;AW00029581;poland;BK-R50B-62;4;419,4589
100531;4;29.01.2021;AW00029581;poland;BK-R68R-52;6;874,794
100531;5;29.01.2021;AW00029581;poland;BK-R50R-62;2;419,4589
100531;6;29.01.2021;AW00029581;poland;BK-R93R-48;2;2146,962
100531;7;29.01.2021;AW00029581;poland;BK-R50R-48;4;419,4589
100531;8;29.01.2021;AW00029581;poland;FR-R38R-44;2;183,9382
100531;9;29.01.2021;AW00029581;poland;FR-R38B-52;2;178,5808
100531;10;29.01.2021;AW00029581;poland;BK-R68R-58;2;874,794
100531;11;29.01.2021;AW00029581;poland;BK-R50R-60;10;419,4589
100531;12;29.01.2021;AW00029581;poland;BK-R68R-48;2;874,794
100531;13;29.01.2021;AW00029581;poland;BK-R50R-44;4;419,4589
100531;14;29.01.2021;AW00029581;poland;BK-R93R-62;8;2146,962
100531;15;29.01.2021;AW00029581;poland;HL-U509-B;4;20,1865
100531;16;29.01.2021;AW00029581;poland;BK-R50R-58;2;419,4589
100531;17;29.01.2021;AW00029581;poland;BK-R93R-44;2;2146,962
100531;18;29.01.2021;AW00029581;poland;BK-R50B-52;2;419,4589
100532;1;29.01.2021;AW00029669;poland;BK-R68R-52;4;874,794
100532;2;29.01.2021;AW00029669;poland;BK-R50R-62;2;419,4589
100532;3;29.01.2021;AW00029669;poland;BK-R50B-58;2;419,4589
100532;4;29.01.2021;AW00029669;poland;BK-R68R-58;2;874,794
100533;1;29.01.2021;AW00029518;poland;FR-M94S-46;4;722,5949
100533;2;29.01.2021;AW00029518;poland;FR-M94B-48;2;809,76
100533;3;29.01.2021;AW00029518;poland;BK-M82B-38;2;2024,994
100534;1;29.01.2021;AW00029710;poland;FR-M94B-42;2;714,7043
100534;2;29.01.2021;AW00029710;poland;BK-M82B-48;4;2024,994
100534;3;29.01.2021;AW00029710;poland;BK-M82B-38;12;2024,994
100534;4;29.01.2021;AW00029710;poland;BK-M82S-38;12;2039,994
100534;5;29.01.2021;AW00029710;poland;BK-M82S-48;2;2039,994
100534;6;29.01.2021;AW00029710;poland;FR-M94S-52;4;818,7
100534;7;29.01.2021;AW00029710;poland;FR-M94S-38;4;722,5949
100534;8;29.01.2021;AW00029710;poland;BK-M82S-44;6;2039,994
100534;9;29.01.2021;AW00029710;poland;BK-M82B-44;18;2024,994
100534;10;29.01.2021;AW00029710;poland;SO-B909-M;16;5,7
100534;11;29.01.2021;AW00029710;poland;BK-M82B-42;4;2024,994
100535;1;29.01.2021;AW00029702;poland;BK-M82S-38;8;2039,994
100535;2;29.01.2021;AW00029702;poland;LJ-0192-M;6;28,8404
100535;3;29.01.2021;AW00029702;poland;BK-M82S-42;4;2039,994
100535;4;29.01.2021;AW00029702;poland;BK-M82B-38;4;2024,994
100535;5;29.01.2021;AW00029702;poland;LJ-0192-L;12;28,8404
100535;6;29.01.2021;AW00029702;poland;BK-M82B-42;4;2024,994
100535;7;29.01.2021;AW00029702;poland;HL-U509;4;20,1865
100535;8;29.01.2021;AW00029702;poland;BK-M82S-44;6;2039,994
100535;9;29.01.2021;AW00029702;poland;SO-B909-M;4;5,7
100535;10;29.01.2021;AW00029702;poland;HL-U509-B;8;20,1865
100535;11;29.01.2021;AW00029702;poland;LJ-0192-X;6;28,8404
100535;12;29.01.2021;AW00029702;poland;FR-M94B-38;2;714,7043
100535;13;29.01.2021;AW00029702;poland;BK-M82B-44;6;2024,994
100535;14;29.01.2021;AW00029702;poland;HL-U509-R;2;20,1865
100535;15;29.01.2021;AW00029702;poland;FR-M94B-48;2;809,76
100536;1;29.01.2021;AW00029788;poland;BK-R68R-60;2;874,794
100537;1;29.01.2021;AW00029498;poland;BK-R68R-52;2;874,794
100538;1;29.01.2021;AW00029637;poland;BK-R50B-52;2;419,4589
100538;2;29.01.2021;AW00029637;poland;HL-U509-B;6;20,1865
100538;3;29.01.2021;AW00029637;poland;BK-R50R-60;2;419,4589
100538;4;29.01.2021;AW00029637;poland;BK-R50B-58;2;419,4589
100538;5;29.01.2021;AW00029637;poland;CA-1098;10;5,1865
100538;6;29.01.2021;AW00029637;poland;LJ-0192-M;2;28,8404
100538;7;29.01.2021;AW00029637;poland;BK-R68R-52;4;874,794
100538;8;29.01.2021;AW00029637;poland;FR-R38B-52;4;178,5808
100538;9;29.01.2021;AW00029637;poland;FR-R38R-44;2;183,9382
100538;10;29.01.2021;AW00029637;poland;FR-R38R-60;2;183,9382
100538;11;29.01.2021;AW00029637;poland;HL-U509-R;6;20,1865
100538;12;29.01.2021;AW00029637;poland;LJ-0192-L;4;28,8404
100538;13;29.01.2021;AW00029637;poland;LJ-0192-X;2;28,8404
100538;14;29.01.2021;AW00029637;poland;BK-R68R-58;10;874,794
100538;15;29.01.2021;AW00029637;poland;BK-R68R-44;4;874,794
100538;16;29.01.2021;AW00029637;poland;BK-R50R-52;2;419,4589
100538;17;29.01.2021;AW00029637;poland;BK-R50B-60;2;419,4589
100538;18;29.01.2021;AW00029637;poland;BK-R93R-56;4;2146,962
100539;1;29.01.2021;AW00029872;poland;BK-R50R-62;4;419,4589
100539;2;29.01.2021;AW00029872;poland;BK-R50R-48;2;419,4589
100539;3;29.01.2021;AW00029872;poland;BK-R68R-58;2;874,794
100540;1;29.01.2021;AW00029810;poland;BK-M82B-42;10;2024,994
100540;2;29.01.2021;AW00029810;poland;BK-M82B-48;2;2024,994
100540;3;29.01.2021;AW00029810;poland;BK-M82S-42;2;2039,994
100540;4;29.01.2021;AW00029810;poland;BK-M82B-38;8;2024,994
100540;5;29.01.2021;AW00029810;poland;BK-M82S-38;2;2039,994
100540;6;29.01.2021;AW00029810;poland;BK-M82B-44;8;2024,994
100541;1;29.01.2021;AW00029562;poland;BK-M82S-38;10;2039,994
100541;2;29.01.2021;AW00029562;poland;HL-U509-B;8;20,1865
100541;3;29.01.2021;AW00029562;poland;FR-M94B-38;6;714,7043
100541;4;29.01.2021;AW00029562;poland;FR-M94S-52;6;818,7
100541;5;29.01.2021;AW00029562;poland;CA-1098;6;5,1865
100541;6;29.01.2021;AW00029562;poland;BK-M82B-48;4;2024,994
100541;7;29.01.2021;AW00029562;poland;LJ-0192-X;2;28,8404
100541;8;29.01.2021;AW00029562;poland;BK-M82B-42;10;2024,994
100541;9;29.01.2021;AW00029562;poland;FR-M94S-46;4;722,5949
100541;10;29.01.2021;AW00029562;poland;FR-M94B-42;6;714,7043
100541;11;29.01.2021;AW00029562;poland;LJ-0192-L;2;28,8404
100541;12;29.01.2021;AW00029562;poland;BK-M82B-38;8;2024,994
100541;13;29.01.2021;AW00029562;poland;FR-M94B-48;6;809,76
